country,year,target_year,target_nuclear_share,nuclear_share_t,nuclear_elec_t,nuclear_share_lag1,nuclear_share_lag2,nuclear_elec_lag1,gdp_per_capita,gdp_growth_rate,electricity_demand,coal_share,renewables_share,energy_per_capita,population
Africa (Ember),2002,2007,1.855,2.458,11.99,2.333,2.95,10.72,,,487.7,0.4608570842731187,0.18050030756612673,,
Africa (Ember),2003,2008,2.091,2.486,12.66,2.458,2.333,11.99,,,509.15,0.46697436904644996,0.16867327899440243,,
Africa (Ember),2004,2009,2.051,2.475,13.37,2.486,2.458,12.66,,,540.14,0.4603621283370978,0.1684933535749991,,
Africa (Ember),2005,2010,2.012,2.013,11.29,2.475,2.486,13.37,,,560.75,0.4483281319661168,0.16754346856888097,,
Africa (Ember),2006,2011,1.873,1.709,10.03,2.013,2.475,11.29,,,586.8,0.4405078391274711,0.16697341513292435,,
Africa (Ember),2007,2012,1.788,1.855,11.32,1.709,2.013,10.03,,,610.23,0.43432804024711996,0.16469200137653014,,
Africa (Ember),2008,2013,1.904,2.091,13.0,1.855,1.709,11.32,,,621.69,0.41800575849700006,0.16487316829931314,,
Africa (Ember),2009,2014,1.795,2.051,12.81,2.091,1.855,13.0,,,624.58,0.4005251529027506,0.1706746933939607,,
Africa (Ember),2010,2015,1.549,2.012,13.53,2.051,2.091,12.81,,,672.5,0.3861115241635688,0.17287732342007436,,
Africa (Ember),2011,2016,1.865,1.873,12.9,2.012,2.051,13.53,,,688.77,0.38150616316041636,0.17317827431508342,,
Africa (Ember),2012,2017,1.719,1.788,12.97,1.873,2.012,12.9,,,725.54,0.3552802050886236,0.16871571519144363,,
Africa (Ember),2013,2018,1.353,1.904,14.11,1.788,1.873,12.97,,,741.0,0.34224021592442644,0.1719838056680162,,
Africa (Ember),2014,2019,1.512,1.795,13.79,1.904,1.788,14.11,,,768.15,0.33220074204256983,0.1788192410336523,,
Africa (Ember),2015,2020,1.15,1.549,12.24,1.795,1.904,13.79,,,790.12,0.32234344150255656,0.17984609932668455,,
Africa (Ember),2016,2021,1.363,1.865,15.03,1.549,1.795,12.24,,,805.89,0.318505006886796,0.17960267530308108,,
Africa (Ember),2017,2022,1.094,1.719,14.19,1.865,1.549,15.03,,,825.71,0.31139261968487725,0.187462910707149,,
Africa (Ember),2018,2023,0.87,1.353,11.58,1.719,1.865,14.19,,,855.84,0.30970742194802764,0.196345111235745,,
Africa (Ember),2019,2024,0.808,1.512,13.25,1.353,1.719,11.58,,,876.05,0.3015581302437076,0.2057302665372981,,
Africa (Ember),2020,2025,1.023,1.15,9.9,1.512,1.353,13.25,,,861.18,0.2923546761420377,0.22301957778861564,,
Argentina,1980,1985,12.727,,2.34,,,2.692,13247.262148994932,0.014130729203080518,,,,16895.92,28011597.0
Argentina,1981,1986,11.65,,2.816,,,2.34,12288.594038017765,-0.057386931738898354,,,,16121.061,28463956.0
Argentina,1982,1987,12.405,,1.87,,,2.816,11712.016359411411,-0.03150676707206203,,,,16261.604,28924268.0
Argentina,1983,1988,11.044,,3.405,,,1.87,11932.31310970778,0.0352610907673983,,,,16701.121,29391334.0
Argentina,1984,1989,9.907,,4.641,,,3.405,11982.830544327462,0.020352474119392106,,,,16488.375,29863090.0
Argentina,1985,1990,14.275,12.727,5.766,,,4.641,11015.509792049485,-0.06615420139639652,,,,16023.38,30336448.0
Argentina,1986,1991,14.402,11.65,5.711,12.727,,5.766,11639.454904264192,0.07320564258872632,,,,16542.523,30811982.0
Argentina,1987,1992,12.621,12.405,6.465,11.65,12.727,5.711,11756.883536511397,0.025817219152052154,,,,17022.387,31291764.0
Argentina,1988,1993,12.527,11.044,5.798,12.405,11.65,6.465,11356.673742486517,-0.018952405060022444,,,,17035.045,31780534.0
Argentina,1989,1994,12.549,9.907,5.039,11.044,12.405,5.798,10489.951863220174,-0.06206441386882846,,,,16179.043,32270958.0
Argentina,1990,1995,10.52,14.275,7.281,9.907,11.044,5.039,10341.68108976497,0.0006804545030078447,,,,15680.393,32755907.0
Argentina,1991,1996,10.692,14.402,7.756,14.275,9.907,7.281,11316.720271590744,0.11013036290735007,,,,15722.361,33230293.0
Argentina,1992,1997,10.986,12.621,7.081,14.402,14.275,7.756,12366.760102265325,0.10802031690223733,,,,16630.447,33693532.0
Argentina,1993,1998,10.049,12.527,7.75,12.621,14.402,7.081,13023.27529553357,0.06743891244266977,,,,16948.301,34152719.0
Argentina,1994,1999,8.801,12.549,8.235,12.527,12.621,7.75,13663.075427090685,0.06328178831492488,,,,17657.168,34613492.0
Argentina,1995,2000,6.945,10.52,7.066,12.549,12.527,8.235,13162.270304324926,-0.02394815217011774,,,,17982.643,35070016.0
Argentina,1996,2001,7.832,10.692,7.459,10.52,12.549,7.066,13780.74304410441,0.06023698265322317,,,,18559.109,35513795.0
Argentina,1997,2002,6.88,10.986,7.961,10.692,10.52,7.459,14786.06556389141,0.08606321703588406,,,,18609.811,35947790.0
Argentina,1998,2003,8.222,10.049,7.453,10.986,10.692,7.961,15246.72649644672,0.043348175866516195,,,,19087.227,36372862.0
Argentina,1999,2004,7.85,8.801,7.106,10.049,10.986,7.453,14629.029462704764,-0.02938601881679944,,,,19175.273,36794687.0
Argentina,2000,2005,6.496,6.945,6.18,8.801,10.049,7.106,14416.111343031085,-0.003324711831453323,90.2,0.019733924611973392,0.32150776053215074,18907.803,37213986.0
Argentina,2001,2006,6.806,7.832,7.06,6.945,8.801,6.18,13684.2460987385,-0.040287935319457555,91.89,0.01480030471215584,0.40254652301665034,18268.281,37624817.0
Argentina,2002,2007,6.387,6.88,5.82,7.832,6.945,7.06,12110.609356195853,-0.10548100180665153,90.51,0.008949287371561154,0.4019445365153022,17306.4,38029345.0
Argentina,2003,2008,6.062,8.222,7.57,6.88,7.832,5.82,13093.390906344302,0.09237830248836307,97.1,0.009680741503604531,0.3579814624098867,18341.469,38424283.0
Argentina,2004,2009,6.687,7.85,7.87,8.222,6.88,7.57,14177.337495947217,0.09382186340451874,103.73,0.016195893184228285,0.3027089559433144,19351.779,38815915.0
Argentina,2005,2010,5.722,6.496,6.87,7.85,8.222,7.87,15326.35586562346,0.09221062609628401,109.63,0.0198850679558515,0.3211712122594181,20306.785,39216786.0
Argentina,2006,2011,4.942,6.806,7.72,6.496,7.85,6.87,16462.94871530451,0.085261393424225,115.79,0.017186285516884014,0.3380257362466534,21100.816,39622113.0
Argentina,2007,2012,4.705,6.387,7.25,6.806,6.496,7.72,17860.643216429755,0.09570548618567312,121.12,0.019319682959048876,0.2670904887714663,21717.797,40016767.0
Argentina,2008,2013,4.453,6.062,7.39,6.387,6.806,7.25,18482.946432517532,0.04537718767848257,127.39,0.015228824868514011,0.254729570609938,21746.203,40424151.0
Argentina,2009,2014,3.977,6.687,8.18,6.062,6.387,7.39,17278.76003425984,-0.05519128657286269,128.48,0.01362079701120797,0.2790317559153176,20858.098,40854832.0
Argentina,2010,2015,4.841,5.722,7.21,6.687,6.062,8.18,19031.485232979274,0.11313496845713787,134.6,0.02236255572065379,0.2583209509658247,21368.264,41288694.0
Argentina,2011,2016,5.626,4.942,6.4,5.722,6.687,7.21,20074.994600587986,0.06612176664530553,139.16,0.020911181373958036,0.23433457890198334,21743.625,41730655.0
Argentina,2012,2017,4.182,4.705,6.4,4.942,5.722,6.4,19665.88292127944,-0.01026002867559659,143.63,0.018380561164102208,0.21576272366497248,22393.107,42161718.0
Argentina,2013,2018,4.68,4.453,6.21,4.705,4.942,6.4,19939.865807824644,0.024049992077103153,147.51,0.016134499355975867,0.23571283302826931,23705.746,42582453.0
Argentina,2014,2019,6.049,3.977,5.51,4.453,4.705,6.21,19239.24833126554,-0.025130024662312657,148.4,0.01711590296495957,0.23274932614555255,23080.285,43024071.0
Argentina,2015,2020,6.921,4.841,7.04,3.977,4.453,5.51,19558.765004245575,0.027309977135779845,154.38,0.015481279958543854,0.22302111672496439,23230.486,43477011.0
Argentina,2016,2021,6.641,5.626,8.28,4.841,3.977,7.04,18967.27472563293,-0.020799935148729222,156.7,0.012316528398213147,0.2009572431397575,22909.215,43900312.0
Argentina,2017,2022,5.13,4.182,6.09,5.626,4.841,8.28,19330.852478560202,0.028189914104280754,156.07,0.012878836419555327,0.21580060229384251,22511.016,44288898.0
Argentina,2018,2023,6.031,4.68,6.87,4.182,5.626,6.09,18670.681862491343,-0.026169918365541726,156.34,0.01298452091595241,0.22527823973391325,22081.684,44654876.0
Argentina,2019,2024,6.852,6.049,8.44,4.68,4.182,6.87,18167.465059611033,-0.02000997565187289,150.22,0.007788576754093995,0.23152709359605914,20582.312,44973469.0
Argentina,2020,2025,7.026,6.921,10.01,6.049,4.68,8.44,16281.97251148213,-0.0994300052364967,149.35,0.010980917308336124,0.24519584867760294,19117.824,45191960.0
Armenia,1995,2000,31.834,,,,,,4258.558169916066,0.047903902191280455,,,,10491.935,3307586.0
Armenia,1996,2001,34.669,,,,,,4380.698497714669,0.019709226801867628,,,,14085.446,3278738.0
Armenia,1997,2002,39.36,,,,,,4436.515384013514,0.0027195798727289366,,,,11964.407,3246292.0
Armenia,1998,2003,34.34,,,,,,4625.975837793242,0.03053360653306677,,,,12830.193,3208399.0
Armenia,1999,2004,37.997,,,,,,4688.782008674946,0.0005874289145844134,,,,7874.202,3167282.0
Armenia,2000,2005,41.118,31.834,1.84,,,,4877.361003701653,0.026539567324533872,5.32,0.0,0.2349624060150376,8587.992,3125630.0
Armenia,2001,2006,42.382,34.669,1.99,31.834,,1.84,5247.179276346718,0.06161510369245953,5.37,0.0,0.17877094972067037,8735.807,3084350.0
Armenia,2002,2007,41.446,39.36,2.09,34.669,31.834,1.99,5896.682062261342,0.11331939068230357,4.96,0.0,0.33064516129032256,7993.655,3055636.0
Armenia,2003,2008,38.475,34.34,1.82,39.36,34.669,2.09,6557.726539136867,0.10604104170172363,5.02,0.0,0.39043824701195223,8742.533,3038976.0
Armenia,2004,2009,42.096,37.997,2.2,34.34,39.36,1.82,7063.903535564743,0.07136343218606253,5.04,0.0,0.39285714285714285,9174.885,3022544.0
Armenia,2005,2010,36.523,41.118,2.5,37.997,34.34,2.2,7858.852081919664,0.10657972180866579,5.3,0.0,0.33018867924528306,11044.274,3006360.0
Armenia,2006,2011,32.732,42.382,2.42,41.118,37.997,2.5,8673.784712666087,0.09782625227126769,5.4,0.0,0.3351851851851852,11084.32,2990371.0
Armenia,2007,2012,27.11,41.446,2.35,42.382,41.118,2.42,9617.495414352104,0.10303603237245837,5.77,0.0,0.31715771230502604,12641.402,2974825.0
Armenia,2008,2013,28.972,38.475,2.27,41.446,42.382,2.35,10024.495967899957,0.03712298467531275,5.88,0.0,0.30272108843537415,12216.934,2959996.0
Armenia,2009,2014,30.146,42.096,2.29,38.475,41.446,2.27,8387.2307645039,-0.1674187932572653,5.4,0.0,0.37037037037037035,10727.759,2945518.0
Armenia,2010,2015,34.04,36.523,2.29,42.096,38.475,2.29,8353.796413817008,-0.008867469975771982,5.49,0.0,0.46265938069216755,11824.311,2931083.0
Armenia,2011,2016,30.845,32.732,2.36,36.523,42.096,2.29,8504.356187884181,0.015308960097393295,5.88,0.0,0.41836734693877553,12557.113,2923269.0
Armenia,2012,2017,32.005,27.11,2.12,32.732,36.523,2.36,9113.361985800655,0.07133977182641894,6.22,0.0,0.3697749196141479,13606.589,2922529.0
Armenia,2013,2018,25.033,28.972,2.17,27.11,32.732,2.12,9424.321904749522,0.03412025609095567,6.33,0.0,0.33965244865718797,13407.281,2922526.0
Armenia,2014,2019,27.103,30.146,2.27,28.972,27.11,2.17,9764.566470129512,0.03606984596460941,6.42,0.0,0.3068535825545171,13808.039,2922433.0
Armenia,2015,2020,33.377,34.04,2.57,30.146,28.972,2.27,10086.63395806967,0.03254003846509587,6.3,0.0,0.3460317460317461,12623.133,2921179.0
Armenia,2016,2021,23.964,30.845,2.19,34.04,30.146,2.57,10114.554437514646,0.0019500424765910942,6.15,0.0,0.37886178861788616,12668.348,2918796.0
Armenia,2017,2022,26.619,32.005,2.41,30.845,34.04,2.19,10889.253244806287,0.07517979150229709,6.41,0.0,0.35101404056162244,13658.813,2914966.0
Armenia,2018,2023,29.017,25.033,1.9,32.005,30.845,2.41,11477.88778444871,0.05225026509548014,6.17,0.0,0.37439222042139386,13424.767,2909971.0
Armenia,2019,2024,29.125,27.103,2.03,25.033,32.005,1.9,12379.2705977152,0.07630979866875466,6.53,0.0,0.36906584992343033,14248.773,2903975.0
Armenia,2020,2025,26.955,33.377,2.55,27.103,25.033,2.03,11546.044408769194,-0.07150982703862778,6.63,0.0,0.28959276018099545,15475.302,2890893.0
Asia (Ember),2002,2007,7.898,11.152,521.28,11.593,11.938,508.49,,,4674.17,0.5106189975974343,0.13687991664830332,,
Asia (Ember),2003,2008,7.361,9.234,463.75,11.152,11.593,521.28,,,5022.33,0.5372526297555119,0.13289648430111126,,
Asia (Ember),2004,2009,7.469,9.688,531.93,9.234,11.152,463.75,,,5490.54,0.5370255020453362,0.14037963479002066,,
Asia (Ember),2005,2010,7.165,9.42,555.52,9.688,9.234,531.93,,,5897.07,0.5544567047703352,0.13849080984285417,,
Asia (Ember),2006,2011,5.522,8.943,570.35,9.42,9.688,555.52,,,6377.58,0.569433860492538,0.14045609776749174,,
Asia (Ember),2007,2012,3.774,7.898,547.11,8.943,9.42,570.35,,,6927.25,0.5870265978562922,0.13825544047060523,,
Asia (Ember),2008,2013,3.551,7.361,531.16,7.898,8.943,547.11,,,7216.33,0.5804335444748231,0.1557717011278586,,
Asia (Ember),2009,2014,3.634,7.469,555.79,7.361,7.898,531.16,,,7440.91,0.5959324867522924,0.15024775195507,,
Asia (Ember),2010,2015,4.071,7.165,585.26,7.469,7.361,555.79,,,8168.12,0.5916294079910677,0.15855423279775516,,
Asia (Ember),2011,2016,4.303,5.522,485.39,7.165,7.469,585.26,,,8789.72,0.6092355615423473,0.1528854161452242,,
Asia (Ember),2012,2017,4.289,3.774,347.59,5.522,7.165,485.39,,,9210.1,0.6048598820859707,0.16926852042865984,,
Asia (Ember),2013,2018,4.501,3.551,346.4,3.774,5.522,347.59,,,9753.86,0.6161417121016705,0.17490819019342085,,
Asia (Ember),2014,2019,5.096,3.634,373.56,3.551,3.774,346.4,,,10280.3,0.6092419481921734,0.18839722576189413,,
Asia (Ember),2015,2020,5.083,4.071,422.34,3.634,3.551,373.56,,,10374.5,0.5965010361945153,0.19803074846980576,,
Asia (Ember),2016,2021,5.125,4.303,470.04,4.071,3.634,422.34,,,10924.76,0.5862270658577396,0.20398800522849014,,
Asia (Ember),2017,2022,5.098,4.289,495.98,4.303,4.071,470.04,,,11563.56,0.5894516913476473,0.21220714036161875,,
Asia (Ember),2018,2023,5.138,4.501,555.54,4.289,4.303,495.98,,,12342.44,0.5907956611496592,0.21776488279465,,
Asia (Ember),2019,2024,5.068,5.096,648.83,4.501,4.289,555.54,,,12731.17,0.5824735668442099,0.22732317611028682,,
Asia (Ember),2020,2025,5.08,5.083,657.62,5.096,4.501,648.83,,,12938.56,0.5715581950387061,0.24192413993520145,,
Belarus,1987,1992,0.0,0.0,0.0,0.0,0.0,0.0,11341.747533508962,0.011300639349176335,,,,46991.227,10057608.0
Belarus,1988,1993,0.0,0.0,0.0,0.0,0.0,0.0,11244.50450995663,-0.0036424041492806635,,,,47429.98,10107636.0
Belarus,1989,1994,0.0,0.0,0.0,0.0,0.0,0.0,11922.624837689647,0.06567180229594324,,,,45641.375,10158779.0
Belarus,1990,1995,0.0,0.0,0.0,0.0,0.0,0.0,11483.595546077862,-0.034217861691385514,,,,45745.211,10186258.0
Belarus,1991,1996,0.0,0.0,0.0,0.0,0.0,0.0,11183.71449571405,-0.025384280394180742,,,,45606.363,10193889.0
Belarus,1992,1997,0.0,0.0,0.0,0.0,0.0,0.0,9971.14611089672,-0.10635228871128974,,,,39633.062,10217561.0
Belarus,1993,1998,0.0,0.0,0.0,0.0,0.0,0.0,9085.763264110486,-0.08667565574963368,,,,32991.0,10241320.0
Belarus,1994,1999,0.0,0.0,0.0,0.0,0.0,0.0,7938.527387215471,-0.12721671287088743,,,,27585.434,10230193.0
Belarus,1995,2000,0.0,0.0,0.0,0.0,0.0,0.0,6999.125247487955,-0.1211550598234312,,,,24585.137,10197466.0
Belarus,1996,2001,0.0,0.0,0.0,0.0,0.0,0.0,7133.407916843967,0.015843375599582182,,,,25298.854,10164025.0
Belarus,1997,2002,0.0,0.0,0.0,0.0,0.0,0.0,7890.257983287503,0.10156572044621813,,,,25695.682,10122365.0
Belarus,1998,2003,0.0,0.0,0.0,0.0,0.0,0.0,8491.820659805355,0.07179837542312256,,,,25231.76,10080579.0
Belarus,1999,2004,0.0,0.0,0.0,0.0,0.0,0.0,8711.334292869935,0.02164121172340697,,,,24645.004,10039221.0
Belarus,2000,2005,0.0,0.0,0.0,0.0,0.0,0.0,9149.862676165589,0.045327354902240845,33.31,0.0,0.0009006304413089162,25522.084,9991310.0
Belarus,2001,2006,0.0,0.0,0.0,0.0,0.0,0.0,9521.37971867369,0.03505836456748469,33.34,0.0,0.0008998200359928014,24945.643,9938068.0
Belarus,2002,2007,0.0,0.0,0.0,0.0,0.0,0.0,9952.271928730897,0.03845901196957001,33.01,0.0,0.0009088155104513784,25976.342,9873451.0
Belarus,2003,2008,0.0,0.0,0.0,0.0,0.0,0.0,10602.469670999446,0.057748906937860965,33.46,0.0,0.0008965929468021517,25966.264,9803175.0
Belarus,2004,2009,0.0,0.0,0.0,0.0,0.0,0.0,11760.18100307044,0.10148893323315164,34.45,0.0,0.0008708272859216255,29278.977,9735089.0
Belarus,2005,2010,0.0,0.0,0.0,0.0,0.0,0.0,12811.35819691962,0.08185830034059734,35.0,0.0,0.001142857142857143,29386.727,9667833.0
Belarus,2006,2011,0.0,0.0,0.0,0.0,0.0,0.0,14016.795158555215,0.08732471679527515,36.17,0.0,0.001105888858169754,31443.652,9608041.0
Belarus,2007,2012,0.0,0.0,0.0,0.0,0.0,0.0,15122.204232503253,0.07382079867220716,36.17,0.0002764722145424385,0.0013823610727121925,30819.047,9563135.0
Belarus,2008,2013,0.0,0.0,0.0,0.0,0.0,0.0,16535.956116451507,0.08962616326005733,36.89,0.0002710761724044457,0.0018975332068311198,31336.238,9529357.0
Belarus,2009,2014,0.0,0.0,0.0,0.0,0.0,0.0,16409.465880550742,-0.0099427961692927,34.84,0.00028702640642939146,0.0031572904707233064,29715.518,9507334.0
Belarus,2010,2015,0.0,0.0,0.0,0.0,0.0,0.0,17515.9885236702,0.06557023480334444,37.6,0.0007978723404255319,0.003723404255319149,32263.109,9490752.0
Belarus,2011,2016,0.0,0.0,0.0,0.0,0.0,0.0,18275.63518382964,0.04138838292225852,37.78,0.0005293806246691371,0.00370566437268396,31742.064,9472738.0
Belarus,2012,2017,0.0,0.0,0.0,0.0,0.0,0.0,18592.31180921635,0.016290042997815005,38.41,0.000520697734964853,0.005467326217130955,34368.988,9463075.0
Belarus,2013,2018,0.0,0.0,0.0,0.0,0.0,0.0,18768.434034440867,0.00961995710973649,37.88,0.0005279831045406547,0.00791974656810982,31085.303,9464454.0
Belarus,2014,2019,0.0,0.0,0.0,0.0,0.0,0.0,19068.24945601594,0.016860057824695095,38.06,0.0007882291119285338,0.007619548081975827,31127.623,9472704.0
Belarus,2015,2020,0.882,0.0,0.0,0.0,0.0,0.0,18309.742795650054,-0.03830007508321131,36.71,0.001089621356578589,0.009261781530918006,28138.871,9487289.0
Belarus,2016,2021,14.012,0.0,0.0,0.0,0.0,0.0,17823.28322342428,-0.025359980834932343,36.59,0.0008198961464881114,0.011751844766329596,28718.361,9499066.0
Belarus,2017,2022,12.587,0.0,0.0,0.0,0.0,0.0,18282.47263593467,0.02541002095745786,37.1,0.0008086253369272236,0.021024258760107817,29259.266,9495793.0
Belarus,2018,2023,28.103,0.0,0.0,0.0,0.0,0.0,18887.528190044948,0.03138001573208255,38.0,0.0007894736842105263,0.02131578947368421,32402.701,9480031.0
Belarus,2019,2024,34.243,0.0,0.0,0.0,0.0,0.0,19251.24329072966,0.014459949837369705,38.12,0.0007869884575026233,0.02728226652675761,32726.744,9435415.0
Belarus,2020,2025,36.597,0.882,0.34,0.0,0.0,0.0,19294.41743928928,-0.006730063144713091,38.04,0.0007886435331230284,0.03548895899053628,30643.369,9350943.0
Belgium,1980,1985,60.363,,12.549,,,11.407,23092.1444042073,0.04474079154624194,,,,57571.547,9833093.0
Belgium,1981,1986,67.138,,12.859,,,12.549,22763.988828581678,-0.012448167601843006,,,,54645.723,9850674.0
Belgium,1982,1987,66.228,,15.664,,,12.859,23056.902723890067,0.014065816053717792,,,,52206.734,9862329.0
Belgium,1983,1988,65.957,,24.106,,,15.664,23039.16889026557,-7.946216073530688e-05,,,,50558.559,9869136.0
Belgium,1984,1989,61.02,,27.743,,,24.106,23597.820565034322,0.024813526177995877,,,,52809.992,9874586.0
Belgium,1985,1990,60.777,60.363,34.601,,,27.743,23819.51035096168,0.009982480351707197,,,,55096.121,9880338.0
Belgium,1986,1991,60.205,67.138,39.394,60.363,,34.601,24159.311428736437,0.014947598624507306,,,,56814.492,9886981.0
Belgium,1987,1992,60.851,66.228,41.967,67.138,60.363,39.394,24699.55493532273,0.023620043135710367,,,,58457.508,9899150.0
Belgium,1988,1993,59.832,65.957,43.102,66.228,67.138,41.967,25819.92798716814,0.047199197062001236,,,,59516.973,9916566.0
Belgium,1989,1994,56.939,61.02,41.217,65.957,66.228,43.102,26693.014446023906,0.03590040540136262,,,,59836.559,9936575.0
Belgium,1990,1995,56.257,60.777,42.72,61.02,65.957,41.217,27434.955512456218,0.03031843097623489,66.57,0.2567222472585249,0.008412197686645638,62378.742,9960968.0
Belgium,1991,1996,57.679,60.205,42.86,60.777,61.02,42.72,27871.553668870827,0.019788925368580103,69.34,0.23810210556677244,0.007787712719930776,64294.656,9998962.0
Belgium,1992,1997,60.876,60.851,43.46,60.205,60.777,42.86,28206.12113273478,0.016763447934529673,71.55,0.22375960866526906,0.008665269042627533,63857.262,10045988.0
Belgium,1993,1998,56.243,59.832,41.93,60.851,60.205,43.46,27863.874126072442,-0.008304249976206417,72.31,0.2254183377126262,0.007052966394689531,62586.73,10084932.0
Belgium,1994,1999,58.798,56.939,40.62,59.832,60.851,41.93,28710.26021507502,0.03355047353312393,75.32,0.22543813064259163,0.0080987785448752,65629.477,10116005.0
Belgium,1995,2000,58.171,56.257,41.36,56.939,59.832,40.62,29373.176574862802,0.02523992156959704,77.59,0.21291403531382908,0.008635133393478541,66301.898,10137264.0
Belgium,1996,2001,58.947,57.679,43.34,56.257,56.939,41.36,29824.286069115875,0.017331844047187208,79.33,0.19601663935459473,0.007059120131097946,70284.875,10156972.0
Belgium,1997,2002,58.512,60.876,47.41,57.679,56.257,43.34,30896.937798538816,0.03846388999109052,81.15,0.16943930991990142,0.007393715341959334,70840.68,10181465.0
Belgium,1998,2003,56.695,56.243,46.17,60.876,57.679,47.41,31484.307277090436,0.021184448331686263,83.48,0.16998083373263057,0.009103977000479156,72074.211,10203185.0
Belgium,1999,2004,57.062,58.798,49.02,56.243,60.876,46.17,32573.77222580816,0.03698592312107991,84.22,0.11802422227499405,0.010092614580859654,71395.695,10226681.0
Belgium,2000,2005,56.411,58.171,48.16,58.798,56.243,49.02,33721.84372016049,0.03777986570156778,87.12,0.1483011937557392,0.012052341597796144,72509.641,10251719.0
Belgium,2001,2006,55.976,58.947,46.35,58.171,58.798,48.16,33927.777853612395,0.00956982566317276,87.74,0.11328926373375883,0.01230909505356736,71630.055,10287005.0
Belgium,2002,2007,55.558,58.512,47.36,58.947,58.171,46.35,34424.309993007824,0.019169118535770847,88.53,0.11329492827290183,0.012876990850559131,70983.867,10332975.0
Belgium,2003,2008,54.864,56.695,47.38,58.512,58.947,47.36,34592.13783345101,0.009084904327081126,89.98,0.1071349188708602,0.013336296954878861,73407.07,10376262.0
Belgium,2004,2009,52.607,57.062,47.31,56.695,58.512,47.38,35744.028440794995,0.03778402220730353,90.69,0.10089315249751903,0.016539861065167052,73370.898,10421298.0
Belgium,2005,2010,51.526,56.411,47.6,57.062,56.695,47.31,36343.573661620234,0.022391684934311876,90.68,0.09042787825319805,0.02326863696515218,72156.344,10478883.0
Belgium,2006,2011,54.021,55.976,46.65,56.411,57.062,47.6,37055.22046519653,0.026349378629115173,93.5,0.0732620320855615,0.031657754010695184,71881.797,10548445.0
Belgium,2007,2012,49.43,55.558,48.23,55.976,56.411,46.65,38089.72921064896,0.03542566601531933,93.59,0.06913131744844535,0.03729030879367454,71852.602,10625488.0
Belgium,2008,2013,52.032,54.864,45.57,55.558,55.976,48.23,38123.39518909521,0.008817372196111846,93.66,0.059256886611146704,0.047191970958787105,72432.766,10709711.0
Belgium,2009,2014,47.331,52.607,47.22,54.864,55.558,45.57,36945.557036590246,-0.021554751156456938,87.92,0.05891719745222929,0.0618744313011829,66203.031,10812936.0
Belgium,2010,2015,38.141,51.526,47.94,52.607,54.864,47.22,37604.096356927126,0.02946690188081747,93.59,0.04487658937920718,0.0701998076717598,69929.078,10936619.0
Belgium,2011,2016,51.619,54.021,48.23,51.526,52.607,47.94,38132.85387263847,0.023519238108373135,91.82,0.03790023959921586,0.09104770202570246,64655.848,11038624.0
Belgium,2012,2017,49.484,49.43,40.29,54.021,51.526,48.23,38176.45786648003,0.00739215160296865,91.45,0.03706943685073811,0.11492618917441225,61664.453,11107522.0
Belgium,2013,2018,38.717,52.032,42.64,49.43,54.021,40.29,38170.49118512023,0.004592449703376735,91.59,0.03286384976525821,0.12796156785675292,62894.422,11160277.0
Belgium,2014,2019,46.952,47.331,33.7,52.032,49.43,42.64,38600.65408644855,0.01578531879181098,88.8,0.023536036036036035,0.1375,58059.273,11210113.0
Belgium,2015,2020,38.996,38.141,26.1,47.331,52.032,33.7,39160.839865114394,0.0204146417254297,89.43,0.023146595102314656,0.1614670692161467,58306.633,11275332.0
Belgium,2016,2021,50.634,51.619,43.52,38.141,47.331,26.1,39456.10857255905,0.012666806259026936,90.49,0.004309868493756216,0.15747596419493867,62607.219,11332707.0
Belgium,2017,2022,46.518,49.484,42.23,51.619,38.141,43.52,39940.49853782986,0.016195835072339234,91.36,0.0,0.17294220665499124,62940.031,11376583.0
Belgium,2018,2023,40.095,38.717,28.6,49.484,51.619,42.23,40471.53160411137,0.017929394994170997,91.2,0.0,0.1881578947368421,62492.762,11428608.0
Belgium,2019,2024,41.113,46.952,43.52,38.717,49.484,28.6,41155.121776425876,0.022408591261056696,90.84,0.0,0.21411272567151032,64258.418,11490623.0
Belgium,2020,2025,33.077,38.996,34.43,46.952,38.717,43.52,38781.639005790414,-0.053613928575904475,87.96,0.0,0.26659845384265574,57530.324,11540102.0
Brazil,1980,1985,1.746,,0.0,,,0.0,8372.356415613427,0.09222959937709098,,,,9554.172,121207451.0
Brazil,1981,1986,0.071,,0.0,,,0.0,7828.856656208522,-0.04288529359485084,,,,9034.091,124063113.0
Brazil,1982,1987,0.479,,0.0,,,0.0,7712.819841952244,0.007889762509531724,,,,9301.312,126923156.0
Brazil,1983,1988,0.283,,0.0,,,0.0,7323.42466139612,-0.029039255250741584,,,,9202.626,129790081.0
Brazil,1984,1989,0.825,,1.643,,,0.0,7552.387789610224,0.05405876487841427,,,,9625.038,132658861.0
Brazil,1985,1990,1.004,1.746,3.381,,,1.643,7970.280468019647,0.07805850072964313,,,,10099.972,135515593.0
Brazil,1986,1991,0.615,0.071,0.144,1.746,,3.381,8392.319876599915,0.07486898930115261,,,,10427.861,138336371.0
Brazil,1987,1992,0.728,0.479,0.973,0.071,1.746,0.144,8516.447424883321,0.035099977632708106,,,,10499.386,141104946.0
Brazil,1988,1993,0.175,0.283,0.608,0.479,0.071,0.973,8347.112553229725,-0.0009803207114567488,,,,10742.801,143826357.0
