country,year,target_year,target_nuclear_share,nuclear_share_t,nuclear_elec_t,nuclear_share_lag1,nuclear_share_lag2,nuclear_elec_lag1,gdp_per_capita,gdp_growth_rate,electricity_demand,coal_share,renewables_share,energy_per_capita,population
EU (Ember),2003,2008,29.892,32.4,907.18,33.148,32.935,902.34,,,2797.84,0.3034626712034998,0.14204886626826407,,
EU (Ember),2004,2009,29.374,32.378,928.46,32.4,33.148,907.18,,,2855.74,0.2925406374529894,0.15413167865421923,,
EU (Ember),2005,2010,29.009,31.76,916.08,32.378,32.4,928.46,,,2891.72,0.2797262528875548,0.1533585547701714,,
EU (Ember),2006,2011,28.802,31.185,914.44,31.76,32.378,916.08,,,2932.77,0.27840573928402157,0.1592999110056363,,
EU (Ember),2007,2012,27.965,29.59,872.24,31.185,31.76,914.44,,,2958.35,0.2801358865583856,0.1677184917268072,,
EU (Ember),2008,2013,27.958,29.892,884.73,29.59,31.185,872.24,,,2971.81,0.2547302822185806,0.18192616620847227,,
EU (Ember),2009,2014,28.775,29.374,824.92,29.892,29.59,884.73,,,2825.63,0.24898872109936543,0.20210006264089775,,
EU (Ember),2010,2015,27.407,29.009,854.47,29.374,29.892,824.92,,,2950.46,0.23765785674098278,0.22123668851636694,,
EU (Ember),2011,2016,26.56,28.802,837.77,29.009,29.374,854.47,,,2909.64,0.24910641866347727,0.222003409356484,,
EU (Ember),2012,2017,25.98,27.965,811.95,28.802,29.009,837.77,,,2910.22,0.2551972015861344,0.25045185587343916,,
EU (Ember),2013,2018,26.196,27.958,806.23,27.965,28.802,811.95,,,2881.88,0.25292517384485125,0.27999083931322605,,
EU (Ember),2014,2019,26.625,28.775,812.57,27.958,27.965,806.23,,,2818.88,0.24576427517311838,0.29698319900102166,,
EU (Ember),2015,2020,24.827,27.407,786.69,28.775,27.958,812.57,,,2863.72,0.24619376195996817,0.2988909530261339,,
EU (Ember),2016,2021,25.451,26.56,767.95,27.407,28.775,786.69,,,2892.05,0.2279213706540343,0.3012810981829498,,
EU (Ember),2017,2022,21.936,25.98,759.4,26.56,27.407,767.95,,,2918.43,0.2189053703532379,0.2995514711677169,,
EU (Ember),2018,2023,22.862,26.196,761.94,25.98,26.56,759.4,,,2917.46,0.2041296196006115,0.3226539524106586,,
EU (Ember),2019,2024,23.422,26.625,765.34,26.196,25.98,761.94,,,2877.43,0.15666410651171359,0.3401785621196693,,
EU (Ember),2020,2025,23.325,24.827,683.51,26.625,26.196,765.34,,,2767.06,0.12733009042087992,0.3830021755943131,,
Europe (Ember),2002,2007,23.991,26.909,1237.04,26.735,26.339,1218.9,,,4597.14,0.2681667297493659,0.17427792062021166,,
Europe (Ember),2003,2008,23.808,26.654,1255.11,26.909,26.735,1237.04,,,4708.89,0.2733383026573141,0.1655230850582621,,
Europe (Ember),2004,2009,23.983,26.335,1267.15,26.654,26.909,1255.11,,,4811.68,0.2596660625810528,0.17983323911814583,,
Europe (Ember),2005,2010,23.618,25.731,1259.25,26.335,26.654,1267.15,,,4893.97,0.2540779775928336,0.18180332123000345,,
Europe (Ember),2006,2011,23.591,25.33,1264.37,25.731,26.335,1259.25,,,4991.64,0.2600147446530599,0.18112083403450568,,
Europe (Ember),2007,2012,22.988,23.991,1215.79,25.33,25.731,1264.37,,,5067.6,0.25706448812060934,0.18603086273581182,,
Europe (Ember),2008,2013,22.843,23.808,1217.84,23.991,25.33,1215.79,,,5115.31,0.2452519984126084,0.1934056782482391,,
Europe (Ember),2009,2014,23.463,23.983,1168.21,23.808,23.991,1217.84,,,4870.91,0.2337838309474,0.21094415622542811,,
Europe (Ember),2010,2015,23.056,23.618,1202.51,23.983,23.808,1168.21,,,5091.39,0.22480894215528566,0.22011277863216136,,
Europe (Ember),2011,2016,22.292,23.591,1196.65,23.618,23.983,1202.51,,,5072.41,0.23472865955236272,0.21830648547731749,,
Europe (Ember),2012,2017,22.137,22.988,1175.47,23.591,23.618,1196.65,,,5113.43,0.2446596511539221,0.24118839995854052,,
Europe (Ember),2013,2018,22.087,22.843,1158.55,22.988,23.591,1175.47,,,5071.88,0.23981639944162714,0.2650949943610653,,
Europe (Ember),2014,2019,22.265,23.463,1173.03,22.843,22.988,1158.55,,,4999.51,0.22844438754997987,0.27217467311796556,,
Europe (Ember),2015,2020,21.172,23.056,1163.22,23.463,22.843,1173.03,,,5045.2,0.22218346150796797,0.28239911202727347,,
Europe (Ember),2016,2021,21.403,22.292,1138.39,23.056,23.463,1163.22,,,5106.62,0.20837266136896812,0.287836181270586,,
Europe (Ember),2017,2022,19.252,22.137,1138.84,22.292,23.056,1138.39,,,5144.41,0.20052056504050025,0.2879572195839756,,
Europe (Ember),2018,2023,19.393,22.087,1141.49,22.137,22.292,1138.84,,,5168.05,0.1929876839426863,0.30703069823240875,,
Europe (Ember),2019,2024,19.604,22.265,1139.93,22.087,22.137,1141.49,,,5119.81,0.1662737484398835,0.3238518616901799,,
Europe (Ember),2020,2025,19.537,21.172,1050.22,22.265,22.087,1139.93,,,4960.36,0.14684619664701756,0.361532227499617,,
Finland,1980,1985,38.317,,6.974,,,6.695,20640.765061960206,0.053279111085636884,,,,55376.215,4779358.0
Finland,1981,1986,38.705,,14.563,,,6.974,20935.501004094087,0.018627929856967432,,,,55674.742,4799849.0
Finland,1982,1987,36.799,,16.659,,,14.563,21495.21867565079,0.0325183916611407,,,,54671.609,4826884.0
Finland,1983,1988,36.301,,17.597,,,16.659,21943.982417694668,0.026991154099572565,,,,53825.727,4855791.0
Finland,1984,1989,35.529,,18.736,,,17.597,22485.820759318183,0.030186126687037577,,,,55786.504,4881827.0
Finland,1985,1990,35.357,38.317,18.926,,,18.736,23145.739167959608,0.0336569844004385,,,,58287.605,4902262.0
Finland,1986,1991,33.661,38.705,18.945,38.317,,18.926,23616.822741435175,0.02368190694901089,,,,58766.078,4918256.0
Finland,1987,1992,33.38,36.799,19.509,38.705,38.317,18.945,24516.375250924677,0.041044652182776864,,,,61695.867,4932257.0
Finland,1988,1993,32.64,36.301,19.418,36.799,38.705,19.509,25644.019764368826,0.04904346875553528,,,,61114.07,4946629.0
Finland,1989,1994,29.61,35.529,18.958,36.301,36.799,19.418,27000.66050145784,0.05671202125383466,,,,61156.637,4964525.0
Finland,1990,1995,30.031,35.357,19.22,35.529,36.301,18.958,26883.219086403176,7.281875440897663e-05,65.0,0.14861538461538462,0.24646153846153845,64823.824,4986576.0
Finland,1991,1996,28.106,33.661,19.51,35.357,35.529,19.22,25174.099995233242,-0.058446603828234404,65.25,0.1500383141762452,0.2789272030651341,65968.336,5013889.0
Finland,1992,1997,30.227,33.38,19.26,33.661,35.357,19.51,24219.206335200593,-0.03250981043764148,66.09,0.11590255711908004,0.30352549553638974,65383.906,5042145.0
Finland,1993,1998,31.165,32.64,19.93,33.38,33.661,19.26,23942.969938976756,-0.006612051918842169,68.64,0.14335664335664336,0.28321678321678323,65628.07,5066594.0
Finland,1994,1999,33.088,29.61,19.43,32.64,33.38,19.93,24797.056245374333,0.040140136745509446,72.16,0.19373614190687363,0.2531873614190687,68592.805,5088454.0
Finland,1995,2000,32.128,30.031,19.22,29.61,32.64,19.43,25761.17652531295,0.042854490111053786,72.41,0.1528794365419141,0.2699903328269576,65141.914,5107919.0
Finland,1996,2001,30.584,28.106,19.48,30.031,29.61,19.22,26636.823202461015,0.037390940286057064,72.97,0.2072084418254077,0.24338769357270112,67804.508,5124715.0
Finland,1997,2002,29.765,30.227,20.89,28.106,30.031,19.48,28239.342490078165,0.06330874424806547,76.76,0.167274622199062,0.26250651380927564,68557.547,5139927.0
Finland,1998,2003,26.97,31.165,21.85,30.227,28.106,20.89,29715.25406802502,0.05505230075304515,79.42,0.09997481742634097,0.307227398640141,70678.422,5153545.0
Finland,1999,2004,26.468,33.088,22.97,31.165,30.227,21.85,30986.971366074562,0.04521906191727488,80.54,0.11112490687856964,0.26309908120188724,69141.047,5165516.0
Finland,2000,2005,32.979,32.128,22.48,33.088,31.165,22.97,32689.977816145714,0.057140181850575976,81.85,0.10372632864996946,0.28564447159437995,69377.148,5176197.0
Finland,2001,2006,27.841,30.584,22.77,32.128,33.088,22.48,33482.065523701945,0.026559852324662795,84.41,0.12569600758204005,0.2551830351854046,70720.078,5187970.0
Finland,2002,2007,28.853,29.765,22.3,30.584,32.128,22.77,33987.08980688189,0.017544450889700178,86.84,0.1463611239060341,0.2283509903270382,70909.469,5200548.0
Finland,2003,2008,29.683,26.97,22.73,29.765,30.584,22.3,34607.695309457704,0.020689897235122077,89.13,0.2159766633007966,0.21384494558510042,75758.852,5212958.0
Finland,2004,2009,32.653,26.468,22.72,26.97,29.765,22.73,35889.18290055731,0.04005057026645279,90.71,0.18189835740271196,0.28254878183221255,75218.609,5228147.0
Finland,2005,2010,28.274,32.979,23.27,26.468,26.97,22.72,36787.62163200776,0.028549254262013067,87.57,0.07422633321913898,0.2678999657416924,68155.234,5246078.0
Finland,2006,2011,31.551,27.841,22.91,32.979,26.468,23.27,38161.297885895234,0.0413290630540445,93.69,0.17429821752588323,0.23972675845874694,72824.57,5266248.0
Finland,2007,2012,32.652,28.853,23.42,27.841,32.979,22.91,39998.636734632135,0.052618284820865176,93.73,0.1481916142110317,0.25946868665315265,72265.656,5288715.0
Finland,2008,2013,33.132,29.683,22.96,28.853,27.841,23.42,40130.03885211275,0.00796399998779817,90.12,0.09431868619618286,0.30814469596094096,69352.391,5313379.0
Finland,2009,2014,34.626,32.653,23.53,29.683,28.853,22.96,36663.13639031897,-0.08201140886618899,84.15,0.1322638146167558,0.2578728461081402,63925.277,5338854.0
Finland,2010,2015,33.887,28.274,22.8,32.653,29.683,23.53,37615.6966233958,0.030688300266118115,91.14,0.1595347816545973,0.2653061224489796,69227.406,5363347.0
Finland,2011,2016,33.745,31.551,23.19,28.274,32.653,22.8,38432.67101923524,0.026460336432579595,87.35,0.11196336576989124,0.27681740125930165,64942.016,5388236.0
Finland,2012,2017,33.294,32.652,22.99,31.551,28.274,23.19,37715.37246586521,-0.013975490890281316,87.85,0.08081957882754695,0.3250996015936255,62885.137,5413978.0
Finland,2013,2018,32.451,33.132,23.61,32.652,31.551,22.99,37202.958381572396,-0.009017012642754533,86.97,0.12291594802805565,0.2946993216051512,62841.867,5439057.0
Finland,2014,2019,34.791,34.626,23.58,33.132,32.652,23.61,36913.62384252775,-0.0036490845771827794,86.07,0.09201812478215407,0.30533286859532943,60388.477,5461686.0
Finland,2015,2020,33.637,33.887,23.25,34.626,33.132,23.58,36992.17181063481,0.00543663899320666,84.95,0.060270747498528544,0.3593878752207181,60020.109,5479719.0
Finland,2016,2021,32.728,33.745,23.2,33.887,34.626,23.25,37923.20054670503,0.028114651124078856,87.7,0.07947548460661345,0.34675028506271377,60792.52,5495468.0
Finland,2017,2022,35.112,33.294,22.48,33.745,33.887,23.2,39042.00049397302,0.031923988910481337,87.95,0.06662876634451392,0.3578169414440022,59403.098,5508398.0
Finland,2018,2023,42.088,32.451,22.79,33.294,33.745,22.48,39434.480515362426,0.011397203431967247,90.17,0.06421204391704557,0.35643783963624265,60525.258,5515730.0
Finland,2019,2024,39.491,34.791,23.87,32.451,33.294,22.79,39873.90448107612,0.012247459875438666,88.65,0.049182177100958825,0.35961646926113927,59218.777,5521754.0
Finland,2020,2025,39.878,33.637,23.29,34.791,32.451,23.87,38879.53410598494,-0.023549557407413258,84.34,0.02893051932653545,0.4260137538534503,56776.078,5529616.0
France,1980,1985,65.057,,61.251,,,39.96,24047.06258929538,0.014087616369769483,,,,43146.258,53941061.0
France,1981,1986,70.016,,105.326,,,61.251,24153.778423829808,0.01028373099267212,,,,42266.633,54255004.0
France,1982,1987,70.153,,108.919,,,105.326,24612.540249921196,0.02514247737314621,,,,40498.457,54582405.0
France,1983,1988,70.27,,144.261,,,108.919,24760.236524326087,0.011659166508338427,,,,41171.859,54889407.0
France,1984,1989,75.072,,191.234,,,144.261,24994.200877741237,0.014731327130142295,,,,42383.414,55176626.0
France,1985,1990,75.493,65.057,224.1,,,191.234,25211.49679342655,0.014005029791718424,,,,43547.309,55467153.0
France,1986,1991,73.576,70.016,254.155,65.057,,224.1,25678.07720192443,0.023752405365822803,,,,44341.496,55752833.0
France,1987,1992,73.81,70.153,265.52,70.016,65.057,254.155,26188.251125822295,0.02527416055126985,,,,45104.48,56048366.0
France,1988,1993,78.661,70.27,275.521,70.153,70.016,265.52,27187.107480475355,0.043947744486842126,,,,45446.906,56361846.0
France,1989,1994,76.131,75.072,303.931,70.27,70.153,275.521,28128.598704833817,0.04056366222449747,,,,45749.082,56685081.0
France,1990,1995,77.079,75.493,314.08,75.072,70.27,303.931,28710.314269782233,0.02617529735375154,370.6,0.08491635186184565,0.14738262277388017,46496.09,56990239.0
France,1991,1996,78.249,73.576,331.34,75.493,75.072,314.08,28881.176791190825,0.010917008456613569,397.45,0.0996603346332872,0.14701220279280414,49486.617,57271564.0
France,1992,1997,79.205,73.81,338.45,73.576,75.493,331.34,29214.158223491333,0.01653305080811506,404.74,0.08457281217571773,0.17201166180758018,49655.938,57554867.0
France,1993,1998,76.688,78.661,368.19,73.81,73.576,338.45,28926.63239127257,-0.005603108818951969,406.64,0.051544363564823927,0.16051052528034626,49374.152,57801261.0
France,1994,1999,75.883,76.131,359.98,78.661,73.81,368.19,29518.798731317802,0.023977692137662196,409.67,0.05101667195547635,0.19330192594039103,48702.859,57999868.0
France,1995,2000,77.956,77.079,377.23,76.131,78.661,359.98,30049.720090286315,0.02136171469590382,419.57,0.05763043115570703,0.1755606930905451,49906.992,58192207.0
France,1996,2001,77.604,78.249,397.34,77.079,76.131,377.23,30384.101555947367,0.01440171837297483,438.98,0.06387534739623672,0.1528543441614652,51598.414,58380638.0
France,1997,2002,79.232,79.205,395.48,78.249,77.079,397.34,31013.08597811232,0.023988431177547204,433.91,0.05111659099813325,0.14931667857389783,50635.941,58568662.0
France,1998,2003,78.885,76.688,387.99,79.205,78.249,395.48,32019.1937580166,0.03614598254235543,448.37,0.07478198809019337,0.14149028703972166,51672.051,58778817.0
France,1999,2004,79.152,75.883,394.24,76.688,79.205,387.99,33001.193350240166,0.036024049766485586,456.4,0.06415425065731815,0.16150306748466256,52095.41,59084209.0
France,2000,2005,79.335,77.956,415.16,75.883,76.688,394.24,34155.16326310212,0.04196561339797179,463.08,0.05830526043016326,0.14647577092511013,52416.18,59483716.0
France,2001,2006,79.357,77.604,421.08,77.956,75.883,415.16,34684.6201198525,0.02269588250027288,474.21,0.043187617300352164,0.16045633790936506,52467.066,59905131.0
France,2002,2007,78.266,79.232,436.76,77.604,77.956,421.08,34931.42282091871,0.014212171270492477,474.21,0.04989350709601232,0.1321988148710487,51700.012,60327247.0
France,2003,2008,77.507,78.885,441.07,79.232,77.604,436.76,35082.34203005052,0.011210531808274082,492.72,0.05329598960870271,0.12475645396980029,51909.512,60741119.0
France,2004,2009,77.475,79.152,448.24,78.885,79.232,441.07,35911.31635538716,0.03094540734203989,504.39,0.048315787386744385,0.12375344475505066,51983.934,61175244.0
France,2005,2010,76.2,79.335,451.53,79.152,78.885,448.24,36329.23899770533,0.019075630668310983,508.81,0.054067333582280226,0.10805605235746152,51181.785,61625031.0
France,2006,2011,77.934,79.357,450.19,79.335,79.152,451.53,37018.92565509163,0.026008508520442147,503.96,0.04542027145011509,0.12086276688626081,50426.094,62049831.0
France,2007,2012,74.952,78.266,439.73,79.357,79.335,450.19,37715.52310475205,0.025099487748668638,505.03,0.048412965566402,0.12731916915826783,49265.891,62432438.0
France,2008,2013,73.46,77.507,439.45,78.266,79.357,439.73,37630.531774316,0.0033039691450795633,518.99,0.04443245534596042,0.13936684714541706,49137.234,62780187.0
France,2009,2014,77.074,77.475,409.74,77.507,78.266,439.45,36372.71033917922,-0.028402201041157257,502.94,0.043086650495088884,0.13550324094325367,46095.289,63106460.0
France,2010,2015,76.189,76.2,428.52,77.475,77.507,409.74,36937.68189929238,0.020536057979352665,531.65,0.04393868146336876,0.14423022665287316,47325.062,63417366.0
France,2011,2016,72.149,77.934,442.39,76.2,77.475,428.52,37553.11694717413,0.02173389884976957,511.24,0.03401533526328143,0.1291370002347234,45465.84,63733776.0
France,2012,2017,71.681,74.952,425.41,77.934,76.2,442.39,37479.76776732006,0.0031312952419043456,523.06,0.04102779795816924,0.16298321416281117,45190.879,64058465.0
France,2013,2018,71.661,73.46,423.68,74.952,77.934,425.41,37503.005684467615,0.005763363023351299,528.29,0.04512672963713112,0.18821102046224614,45428.73,64387736.0
France,2014,2019,70.556,77.074,436.48,73.46,74.952,423.68,37683.23945797731,0.00956177970175423,499.12,0.022559705080942457,0.18839156916172464,43247.398,64692495.0
France,2015,2020,67.109,76.189,437.43,77.074,73.46,436.48,37971.23998208648,0.011129205529682802,510.08,0.02331006900878294,0.18005018820577165,43493.316,64916337.0
France,2016,2021,68.936,72.149,403.2,76.189,77.074,437.43,38286.628841388294,0.010954514506383307,517.34,0.019774229713534618,0.19136351335678664,42506.238,65086853.0
France,2017,2022,62.916,71.681,398.36,72.149,76.189,403.2,39045.206277926205,0.022914256599482,515.61,0.024844359108628616,0.1782548825662807,42218.559,65284775.0
France,2018,2023,65.195,71.661,412.94,71.681,72.149,398.36,39630.91356758214,0.01865065853844319,513.27,0.01619030919399147,0.22181308083464843,42589.262,65519537.0
France,2019,2024,67.722,70.556,399.01,71.661,71.681,412.94,40232.398011880825,0.018429756001457007,507.85,0.007167470709855272,0.22230973712710447,41554.387,65729460.0
France,2020,2025,68.787,67.109,353.83,70.556,71.661,399.01,37001.502644924934,-0.07784581561868406,482.21,0.006407996516040729,0.25928537359241827,37087.555,65905273.0
G20 (Ember),2002,2007,15.2,18.387,2506.12,18.735,18.388,2470.73,,,13629.91,0.4220856924220336,0.15884477593762542,,
G20 (Ember),2003,2008,14.898,17.342,2449.63,18.387,18.735,2506.12,,,14125.77,0.4353143226882499,0.1552687039361394,,
G20 (Ember),2004,2009,14.859,17.333,2561.81,17.342,18.387,2449.63,,,14779.59,0.4301770211487599,0.1619611910749892,,
G20 (Ember),2005,2010,14.286,16.734,2569.99,17.333,17.342,2561.81,,,15357.69,0.4368254600789572,0.16181535113679205,,
G20 (Ember),2006,2011,13.16,16.297,2598.71,16.734,17.333,2569.99,,,15946.05,0.4439005270897809,0.16483831419066164,,
G20 (Ember),2007,2012,11.964,15.2,2537.83,16.297,16.734,2598.71,,,16696.26,0.4510525111611823,0.1626070748778469,,
G20 (Ember),2008,2013,11.738,14.898,2532.34,15.2,16.297,2537.83,,,16998.381,0.4443540828976595,0.17394009464783733,,
G20 (Ember),2009,2014,11.657,14.859,2499.65,14.898,15.2,2532.34,,,16822.33,0.4419827693310023,0.18091310775617883,,
G20 (Ember),2010,2015,11.805,14.286,2563.94,14.859,14.898,2499.65,,,17946.65,0.4407591388922166,0.18530979319260138,,
G20 (Ember),2011,2016,11.72,13.16,2444.95,14.286,14.859,2563.94,,,18578.93,0.448189427485867,0.18845649345791174,,
G20 (Ember),2012,2017,11.478,11.964,2267.38,13.16,14.286,2444.95,,,18951.381,0.44100480065278613,0.19887679953244566,,
G20 (Ember),2013,2018,11.273,11.738,2286.85,11.964,13.16,2267.38,,,19483.09,0.4518985438141485,0.20736649063367257,,
G20 (Ember),2014,2019,11.541,11.657,2329.47,11.738,11.964,2286.85,,,19983.93,0.44943512111981976,0.21565077539803232,,
G20 (Ember),2015,2020,11.164,11.805,2375.34,11.657,11.738,2329.47,,,20121.65,0.42965214085326,0.22438020738855904,,
G20 (Ember),2016,2021,10.943,11.72,2423.19,11.805,11.657,2375.34,,,20676.08,0.418287218853864,0.23291697459092825,,
G20 (Ember),2017,2022,10.188,11.478,2448.34,11.72,11.805,2423.19,,,21330.369,0.42018072917538374,0.2399944417276607,,
G20 (Ember),2018,2023,10.148,11.273,2503.03,11.478,11.72,2448.34,,,22203.051,0.4181303731635801,0.2476110152609207,,
G20 (Ember),2019,2024,9.991,11.541,2594.83,11.273,11.478,2503.03,,,22483.109,0.40154722374027546,0.260029873982286,,
G20 (Ember),2020,2025,9.88,11.164,2496.18,11.541,11.273,2594.83,,,22358.26,0.38635117401801394,0.2805701338118441,,
G7 (Ember),2002,2007,23.196,25.3,1858.77,25.75,25.022,1848.0,,,7346.86,0.37992285139501775,0.13085045856325017,,
G7 (Ember),2003,2008,22.92,23.839,1763.0,25.3,25.75,1858.77,,,7395.44,0.38990513072920613,0.13160406953474033,,
G7 (Ember),2004,2009,23.856,24.677,1859.47,23.839,25.3,1763.0,,,7535.17,0.3814167430860883,0.13206337746859062,,
G7 (Ember),2005,2010,23.515,24.24,1862.63,24.677,23.839,1859.47,,,7684.02,0.38115856023279476,0.13174223908839383,,
G7 (Ember),2006,2011,21.712,24.374,1881.7,24.24,24.677,1862.63,,,7720.1,0.37598606235670523,0.13758371005556924,,
G7 (Ember),2007,2012,19.354,23.196,1821.55,24.374,24.24,1881.7,,,7852.79,0.37462354144195886,0.13376901712639713,,
G7 (Ember),2008,2013,19.581,22.92,1793.73,23.196,24.374,1821.55,,,7826.14,0.3687667228033232,0.1424955341969349,,
G7 (Ember),2009,2014,19.721,23.856,1776.73,22.92,23.196,1793.73,,,7447.66,0.3451553910892817,0.15520982429380503,,
G7 (Ember),2010,2015,19.75,23.515,1820.58,23.856,22.92,1776.73,,,7742.27,0.34668902014525455,0.1548163523101106,,
G7 (Ember),2011,2016,19.41,21.712,1665.41,23.515,23.856,1820.58,,,7670.33,0.33002752163205495,0.17320376046402175,,
G7 (Ember),2012,2017,19.395,19.354,1476.8,21.712,23.515,1665.41,,,7630.6,0.31548108929835134,0.17942625743716092,,
G7 (Ember),2013,2018,19.427,19.581,1497.92,19.354,21.712,1476.8,,,7649.8,0.32701508536170876,0.19255405370075035,,
G7 (Ember),2014,2019,19.698,19.721,1501.07,19.581,19.354,1497.92,,,7611.37,0.3200540769927096,0.20089944385833297,,
G7 (Ember),2015,2020,18.926,19.75,1502.36,19.721,19.581,1501.07,,,7607.07,0.2852832956710008,0.21095901575770962,,
G7 (Ember),2016,2021,18.873,19.41,1483.65,19.75,19.721,1502.36,,,7643.88,0.25916419410037833,0.22064187297550458,,
G7 (Ember),2017,2022,16.861,19.395,1479.64,19.41,19.75,1483.65,,,7629.03,0.2544687856778647,0.23874856960845614,,
G7 (Ember),2018,2023,17.734,19.427,1510.22,19.395,19.41,1479.64,,,7774.02,0.23732123148641243,0.2448192826877214,,
G7 (Ember),2019,2024,17.943,19.698,1505.8,19.427,19.395,1510.22,,,7644.27,0.20495351420083277,0.25581513996758354,,
G7 (Ember),2020,2025,17.787,18.926,1398.84,19.698,19.427,1505.8,,,7391.21,0.17716314378836484,0.28118129507888423,,
Germany,1980,1985,26.532,,55.589,,,52.064,22491.982473300613,0.011406068218262004,,,,54130.273,78315373.0
Germany,1981,1986,24.924,,65.533,,,55.589,22539.71341469011,0.0038197871371029287,,,,52356.098,78448044.0
Germany,1982,1987,26.618,,74.426,,,65.533,22363.326588575328,-0.00851329906741665,,,,50546.055,78393670.0
Germany,1983,1988,28.539,,78.063,,,74.426,22810.07751801723,0.01777115712444956,,,,51371.758,78224137.0
Germany,1984,1989,28.876,,104.317,,,78.063,23520.866271588304,0.02818280051429984,,,,53424.191,77998197.0
Germany,1985,1990,28.118,26.532,138.641,,,104.317,24077.670494026443,0.021903960809177152,,,,55100.695,77863423.0
Germany,1986,1991,27.467,24.924,130.489,26.532,,138.641,24590.44908861356,0.02208886699771801,,,,54600.461,77923806.0
Germany,1987,1992,29.751,26.618,141.725,24.924,26.532,130.489,24916.70489646343,0.0150687361298746,,,,54971.184,78062321.0
Germany,1988,1993,29.436,28.539,156.82,26.618,24.924,141.725,25642.202253165335,0.03338394932347393,,,,54930.293,78385992.0
Germany,1989,1994,28.922,28.876,161.671,28.539,26.618,156.82,26272.021314385795,0.032679652036489044,,,,53921.629,79007062.0
Germany,1990,1995,28.846,28.118,152.47,28.876,28.539,161.671,25286.651703280888,-0.02896778744760443,543.19,0.5707763397706143,0.03516265026970305,52600.035,79707963.0
Germany,1991,1996,29.188,27.467,147.23,28.118,28.876,152.47,26665.39670255939,0.06239938258681445,535.45,0.5746008030628443,0.03171164441124288,50939.98,80303190.0
Germany,1992,1997,31.175,29.751,158.8,27.467,28.118,147.23,27243.52986881395,0.029718155832596977,528.45,0.5595042104267196,0.037335604125272016,49537.809,80934901.0
Germany,1993,1998,29.429,29.436,153.28,29.751,27.467,158.8,27075.44829231238,0.0006070253032929965,521.59,0.5622232021319427,0.03934124503920704,48983.738,81486771.0
Germany,1994,1999,30.95,28.922,150.7,29.436,29.751,153.28,27930.19237157835,0.03520020360186212,523.39,0.5546342115821854,0.04476585337893349,48355.109,81773613.0
Germany,1995,2000,29.811,28.846,153.09,28.922,29.436,150.7,28624.289956180142,0.02793769343444172,535.54,0.5399036486536953,0.048399746050715176,48461.355,82019890.0
Germany,1996,2001,29.589,29.188,160.02,28.846,28.922,153.09,29071.56199261407,0.01863837822628043,542.96,0.5451414468837483,0.04889862973331369,49911.09,82263195.0
Germany,1997,2002,28.238,31.175,170.33,29.188,28.846,160.02,29870.826509479088,0.029072227302047653,544.02,0.5226646079188265,0.04236976581743319,49195.352,82389631.0
Germany,1998,2003,27.417,29.429,161.64,31.175,29.188,170.33,30921.15517533284,0.030416872082744954,548.62,0.5327184572199336,0.04535015128868798,49012.766,82011933.0
Germany,1999,2004,27.406,30.95,170.0,29.429,31.175,161.64,31993.531315308443,0.0304715318039343,550.31,0.511111918736712,0.05217059475568317,48526.492,81678279.0
Germany,2000,2005,26.584,29.811,169.61,30.95,29.429,170.0,33235.35069505694,0.0403278828456799,572.01,0.5186622611492806,0.061904512158878336,48756.883,81797255.0
Germany,2001,2006,26.542,29.589,171.3,29.811,30.95,169.61,34093.01484398115,0.027519196519206816,582.6,0.5041881222107792,0.06501888087881909,49586.312,81933882.0
Germany,2002,2007,22.267,28.238,164.84,29.589,29.811,171.3,34391.3643916323,0.010406314313928262,593.76,0.5045809754783078,0.07492926434923201,48882.719,82068328.0
Germany,2003,2008,23.484,27.417,165.06,28.238,29.589,164.84,34485.693267355986,0.0032717533263171925,598.76,0.5087681207829514,0.07794441846482732,48841.699,82111619.0
Germany,2004,2009,22.949,27.406,167.07,27.417,28.238,165.06,35260.43931315895,0.022230215984469053,606.98,0.49222379650070835,0.09550561797752809,48845.914,82092706.0
Germany,2005,2010,22.518,26.584,163.05,27.406,27.417,167.07,35899.79543407292,0.01756222478254991,608.77,0.47331504509092104,0.10419370205496328,48297.293,82046733.0
Germany,2006,2011,17.846,26.542,167.27,26.584,27.406,163.05,37775.8224170259,0.04783571067360537,613.22,0.4711685854994945,0.11832621245230096,49722.023,81701971.0
Germany,2007,2012,16.047,22.267,140.53,26.542,26.584,167.27,39610.495243666475,0.04338980514837293,614.54,0.48345103654766175,0.14553975331141994,47890.441,81298546.0
Germany,2008,2013,15.45,23.484,148.49,22.267,26.542,140.53,40549.73210064063,0.021347467383583223,612.19,0.4495499763145428,0.15415148891683952,48509.781,81110780.0
Germany,2009,2014,15.698,22.949,134.93,23.484,22.267,148.49,38753.21512520696,-0.04637193416385974,575.69,0.4402543035314144,0.16689537772064825,45618.898,80935276.0
Germany,2010,2015,14.361,22.518,140.56,22.949,23.484,134.93,40839.8588924317,0.05248555015585086,609.26,0.4314906608016282,0.1730131635098316,47595.047,80830916.0
Germany,2011,2016,13.192,17.846,107.97,22.518,22.949,140.56,42886.52010539431,0.050464570323529294,601.23,0.43653842955275013,0.2069590672454801,45890.207,80857877.0
Germany,2012,2017,11.842,16.047,99.46,17.846,22.518,107.97,43034.8585541587,0.004185027392240213,599.27,0.4609441487142691,0.23929113755068668,46491.398,80916391.0
